disk- -------------------reads------------------- -------------------writes------------------ ------IO------- -----timestamp-----
          total    merged     sectors          ms     total    merged     sectors          ms     cur     sec                 CST
nvme6n1    118622         0    15716086       78536  30966929         0   792167500    31758369       0   21416 2025-11-13 17:17:08
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:13
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:13
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:13
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:13
nvme0n1       650         0       67551         804    371463         0    48462598      302531       0     196 2025-11-13 17:17:13
nvme1n1       721         0       76594         365    384106         0    48462598      122818       0      92 2025-11-13 17:17:13
nvme2n1      1460         0      266431         278    831572         0   135088365       84600       0      61 2025-11-13 17:17:13
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:13
nvme4n1    787250    195320   116519023      205057  13789497   5867608   344010980    12920674       0    4238 2025-11-13 17:17:13
nvme3n1      1488         0      273836         409    819118         0   135088365      114124       0      69 2025-11-13 17:17:13
nvme9n1    132703         0    16476915       81404  24364482         0   638437399    11919224       0   10504 2025-11-13 17:17:13
nvme8n1    129703         0    16069309      116609  24205900         0   638437399    14358056       0   12145 2025-11-13 17:17:13
nvme7n1    122259         0    15857812       85217  31742388         0   792167500    17790245       0   15493 2025-11-13 17:17:13
nvme6n1    118622         0    15716086       78536  30966929         0   792167500    31758369       0   21416 2025-11-13 17:17:13
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:18
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:18
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:18
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:18
nvme0n1       650         0       67551         804    371530         0    48463070      302644       0     196 2025-11-13 17:17:18
nvme1n1       721         0       76594         365    384167         0    48463070      122838       0      92 2025-11-13 17:17:18
nvme2n1      1460         0      266431         278    831675         0   135089328       84616       0      61 2025-11-13 17:17:18
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:18
nvme4n1    787250    195320   116519023      205057  13789500   5867617   344011076    12920691       0    4238 2025-11-13 17:17:18
nvme3n1      1488         0      273836         409    819219         0   135089328      114161       0      69 2025-11-13 17:17:18
nvme9n1    132703         0    16476915       81404  24364549         0   638437975    11919239       0   10504 2025-11-13 17:17:18
nvme8n1    129703         0    16069309      116609  24205967         0   638437975    14358069       0   12145 2025-11-13 17:17:18
nvme7n1    122259         0    15857812       85217  31742494         0   792168528    17790259       0   15493 2025-11-13 17:17:18
nvme6n1    118622         0    15716086       78536  30967030         0   792168528    31758383       0   21416 2025-11-13 17:17:18
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:23
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:23
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:23
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:23
nvme0n1       650         0       67551         804    371585         0    48463427      302755       0     196 2025-11-13 17:17:23
nvme1n1       721         0       76594         365    384222         0    48463427      122857       0      92 2025-11-13 17:17:23
nvme2n1      1460         0      266431         278    831758         0   135090059       84631       0      61 2025-11-13 17:17:23
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:23
nvme4n1    787250    195320   116519023      205057  13789561   5867621   344011596    12920811       0    4238 2025-11-13 17:17:23
nvme3n1      1488         0      273836         409    819304         0   135090059      114197       0      69 2025-11-13 17:17:23
nvme9n1    132703         0    16476915       81404  24364616         0   638438684    11919252       0   10504 2025-11-13 17:17:23
nvme8n1    129703         0    16069309      116609  24206032         0   638438684    14358082       0   12145 2025-11-13 17:17:23
nvme7n1    122259         0    15857812       85217  31742599         0   792169832    17790276       0   15493 2025-11-13 17:17:23
nvme6n1    118622         0    15716086       78536  30967135         0   792169832    31758396       0   21416 2025-11-13 17:17:23
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:28
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:28
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:28
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:28
nvme0n1       650         0       67551         804    371640         0    48463782      302866       0     196 2025-11-13 17:17:28
nvme1n1       721         0       76594         365    384276         0    48463782      122876       0      92 2025-11-13 17:17:28
nvme2n1      1460         0      266431         278    831845         0   135090787       84647       0      61 2025-11-13 17:17:28
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:28
nvme4n1    787250    195320   116519023      205057  13789564   5867631   344011700    12920828       0    4238 2025-11-13 17:17:28
nvme3n1      1488         0      273836         409    819384         0   135090787      114239       0      69 2025-11-13 17:17:28
nvme9n1    132703         0    16476915       81404  24364616         0   638438684    11919252       0   10504 2025-11-13 17:17:28
nvme8n1    129703         0    16069309      116609  24206032         0   638438684    14358082       0   12145 2025-11-13 17:17:28
nvme7n1    122259         0    15857812       85217  31742599         0   792169832    17790276       0   15493 2025-11-13 17:17:28
nvme6n1    118622         0    15716086       78536  30967135         0   792169832    31758396       0   21416 2025-11-13 17:17:28
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:33
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:33
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:33
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:33
nvme0n1       650         0       67551         804    371701         0    48464185      302977       0     196 2025-11-13 17:17:33
nvme1n1       721         0       76594         365    384340         0    48464185      122895       0      92 2025-11-13 17:17:33
nvme2n1      1460         0      266431         278    831944         0   135091614       84662       0      61 2025-11-13 17:17:33
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:33
nvme4n1    787250    195320   116519023      205057  13789984   5867814   344020692    12921021       0    4238 2025-11-13 17:17:33
nvme3n1      1488         0      273836         409    819479         0   135091614      114276       0      69 2025-11-13 17:17:33
nvme9n1    132703         0    16476915       81404  24364616         0   638438684    11919252       0   10504 2025-11-13 17:17:33
nvme8n1    129703         0    16069309      116609  24206032         0   638438684    14358082       0   12145 2025-11-13 17:17:33
nvme7n1    122259         0    15857812       85217  31742599         0   792169832    17790276       0   15493 2025-11-13 17:17:33
nvme6n1    118622         0    15716086       78536  30967135         0   792169832    31758396       0   21416 2025-11-13 17:17:33
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:38
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:38
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:38
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:38
nvme0n1       650         0       67551         804    371765         0    48464715      303089       0     196 2025-11-13 17:17:38
nvme1n1       721         0       76594         365    384404         0    48464715      122915       0      92 2025-11-13 17:17:38
nvme2n1      1460         0      266431         278    832037         0   135092590       84678       0      61 2025-11-13 17:17:38
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:38
nvme4n1    787250    195320   116519023      205057  13789987   5867840   344020924    12921038       0    4238 2025-11-13 17:17:38
nvme3n1      1488         0      273836         409    819578         0   135092590      114312       0      69 2025-11-13 17:17:38
nvme9n1    132704         0    16476918       81404  24364697         0   638439504    11919265       0   10504 2025-11-13 17:17:38
nvme8n1    129703         0    16069309      116609  24206114         0   638439504    14358096       0   12145 2025-11-13 17:17:38
nvme7n1    122259         0    15857812       85217  31742719         0   792171145    17790289       0   15493 2025-11-13 17:17:38
nvme6n1    118622         0    15716086       78536  30967251         0   792171145    31758411       0   21416 2025-11-13 17:17:38
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:43
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:43
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:43
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:43
nvme0n1       650         0       67551         804    371846         0    48465172      303202       0     196 2025-11-13 17:17:43
nvme1n1       721         0       76594         365    384483         0    48465172      122935       0      92 2025-11-13 17:17:43
nvme2n1      1460         0      266431         278    832166         0   135093484       84694       0      61 2025-11-13 17:17:43
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:43
nvme4n1    787250    195320   116519023      205057  13789989   5867843   344020964    12921049       0    4238 2025-11-13 17:17:43
nvme3n1      1488         0      273836         409    819705         0   135093484      114349       0      69 2025-11-13 17:17:43
nvme9n1    132704         0    16476918       81404  24364697         0   638439504    11919265       0   10504 2025-11-13 17:17:43
nvme8n1    129703         0    16069309      116609  24206114         0   638439504    14358096       0   12145 2025-11-13 17:17:43
nvme7n1    122259         0    15857812       85217  31742719         0   792171145    17790289       0   15493 2025-11-13 17:17:43
nvme6n1    118622         0    15716086       78536  30967251         0   792171145    31758411       0   21416 2025-11-13 17:17:43
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:48
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:48
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:48
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:48
nvme0n1       650         0       67551         804    371914         0    48465611      303313       0     196 2025-11-13 17:17:48
nvme1n1       721         0       76594         365    384555         0    48465611      122956       0      92 2025-11-13 17:17:48
nvme2n1      1460         0      266431         278    832272         0   135094344       84709       0      61 2025-11-13 17:17:48
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:48
nvme4n1    787250    195320   116519023      205057  13789991   5867846   344021004    12921059       0    4238 2025-11-13 17:17:48
nvme3n1      1488         0      273836         409    819807         0   135094344      114386       0      69 2025-11-13 17:17:48
nvme9n1    132704         0    16476918       81404  24364763         0   638440115    11919279       0   10504 2025-11-13 17:17:48
nvme8n1    129703         0    16069309      116609  24206187         0   638440115    14358108       0   12145 2025-11-13 17:17:48
nvme7n1    122259         0    15857812       85217  31742829         0   792172257    17790304       0   15493 2025-11-13 17:17:48
nvme6n1    118622         0    15716086       78536  30967367         0   792172257    31758424       0   21416 2025-11-13 17:17:48
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:53
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:53
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:53
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:53
nvme0n1       650         0       67551         804    371966         0    48465917      303424       0     196 2025-11-13 17:17:53
nvme1n1       721         0       76594         365    384606         0    48465917      122976       0      92 2025-11-13 17:17:53
nvme2n1      1460         0      266431         278    832353         0   135094941       84725       0      61 2025-11-13 17:17:53
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:53
nvme4n1    787250    195320   116519023      205057  13789994   5867849   344021052    12921076       0    4238 2025-11-13 17:17:53
nvme3n1      1488         0      273836         409    819886         0   135094941      114423       0      69 2025-11-13 17:17:53
nvme9n1    132704         0    16476918       81404  24364839         0   638440852    11919292       0   10504 2025-11-13 17:17:53
nvme8n1    129703         0    16069309      116609  24206259         0   638440852    14358121       0   12145 2025-11-13 17:17:53
nvme7n1    122259         0    15857812       85217  31742938         0   792173508    17790318       0   15493 2025-11-13 17:17:53
nvme6n1    118622         0    15716086       78536  30967478         0   792173508    31758438       0   21416 2025-11-13 17:17:53
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:17:58
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:17:58
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:17:58
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:17:58
nvme0n1       650         0       67551         804    372030         0    48466359      303537       0     197 2025-11-13 17:17:58
nvme1n1       721         0       76594         365    384669         0    48466359      122996       0      92 2025-11-13 17:17:58
nvme2n1      1460         0      266431         278    832450         0   135095808       84740       0      61 2025-11-13 17:17:58
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:17:58
nvme4n1    787250    195320   116519023      205057  13789997   5867853   344021108    12921093       0    4238 2025-11-13 17:17:58
nvme3n1      1488         0      273836         409    819986         0   135095808      114458       0      69 2025-11-13 17:17:58
nvme9n1    132704         0    16476918       81404  24364839         0   638440852    11919292       0   10504 2025-11-13 17:17:58
nvme8n1    129703         0    16069309      116609  24206259         0   638440852    14358121       0   12145 2025-11-13 17:17:58
nvme7n1    122259         0    15857812       85217  31742938         0   792173508    17790318       0   15493 2025-11-13 17:17:58
nvme6n1    118622         0    15716086       78536  30967478         0   792173508    31758438       0   21416 2025-11-13 17:17:58
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:03
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:03
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:03
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:03
nvme0n1       650         0       67551         804    372083         0    48466687      303648       0     197 2025-11-13 17:18:03
nvme1n1       721         0       76594         365    384723         0    48466687      123016       0      92 2025-11-13 17:18:03
nvme2n1      1460         0      266431         278    832525         0   135096448       84756       0      61 2025-11-13 17:18:03
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:03
nvme4n1    787250    195320   116519023      205057  13790078   5867869   344022020    12921166       0    4238 2025-11-13 17:18:03
nvme3n1      1488         0      273836         409    820063         0   135096448      114494       0      69 2025-11-13 17:18:03
nvme9n1    132704         0    16476918       81404  24364915         0   638441753    11919306       0   10504 2025-11-13 17:18:03
nvme8n1    129703         0    16069309      116609  24206335         0   638441753    14358135       0   12145 2025-11-13 17:18:03
nvme7n1    122259         0    15857812       85217  31743046         0   792174971    17790333       0   15493 2025-11-13 17:18:03
nvme6n1    118622         0    15716086       78536  30967589         0   792174971    31758452       0   21416 2025-11-13 17:18:03
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:08
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:08
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:08
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:08
nvme0n1       650         0       67551         804    372145         0    48467127      303760       0     197 2025-11-13 17:18:08
nvme1n1       721         0       76594         365    384788         0    48467127      123036       0      92 2025-11-13 17:18:08
nvme2n1      1460         0      266431         278    832625         0   135097313       84772       0      61 2025-11-13 17:18:08
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:08
nvme4n1    787250    195320   116519023      205057  13790080   5867870   344022044    12921176       0    4238 2025-11-13 17:18:08
nvme3n1      1488         0      273836         409    820162         0   135097313      114531       0      69 2025-11-13 17:18:08
nvme9n1    132704         0    16476918       81404  24364915         0   638441753    11919306       0   10504 2025-11-13 17:18:08
nvme8n1    129703         0    16069309      116609  24206335         0   638441753    14358135       0   12145 2025-11-13 17:18:08
nvme7n1    122259         0    15857812       85217  31743046         0   792174971    17790333       0   15493 2025-11-13 17:18:08
nvme6n1    118622         0    15716086       78536  30967589         0   792174971    31758452       0   21416 2025-11-13 17:18:08
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:13
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:13
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:13
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:13
nvme0n1       650         0       67551         804    372195         0    48467402      303873       0     197 2025-11-13 17:18:13
nvme1n1       721         0       76594         365    384838         0    48467402      123056       0      92 2025-11-13 17:18:13
nvme2n1      1460         0      266431         278    832693         0   135097851       84787       0      61 2025-11-13 17:18:13
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:13
nvme4n1    787250    195320   116519023      205057  13790082   5867874   344022092    12921187       0    4238 2025-11-13 17:18:13
nvme3n1      1488         0      273836         409    820231         0   135097851      114567       0      69 2025-11-13 17:18:13
nvme9n1    132704         0    16476918       81404  24365008         0   638442799    11919320       0   10504 2025-11-13 17:18:13
nvme8n1    129703         0    16069309      116609  24206431         0   638442799    14358147       0   12145 2025-11-13 17:18:13
nvme7n1    122259         0    15857812       85217  31743202         0   792176664    17790347       0   15493 2025-11-13 17:18:13
nvme6n1    118622         0    15716086       78536  30967753         0   792176664    31758466       0   21416 2025-11-13 17:18:13
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:18
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:18
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:18
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:18
nvme0n1       650         0       67551         804    372249         0    48467750      303984       0     197 2025-11-13 17:18:18
nvme1n1       721         0       76594         365    384894         0    48467750      123075       0      92 2025-11-13 17:18:18
nvme2n1      1460         0      266431         278    832767         0   135098533       84802       0      61 2025-11-13 17:18:18
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:18
nvme4n1    787250    195320   116519023      205057  13790086   5867877   344022148    12921210       0    4238 2025-11-13 17:18:18
nvme3n1      1488         0      273836         409    820306         0   135098533      114604       0      69 2025-11-13 17:18:18
nvme9n1    132704         0    16476918       81404  24365222         0   638444847    11919522       0   10504 2025-11-13 17:18:18
nvme8n1    129703         0    16069309      116609  24206645         0   638444847    14358353       0   12145 2025-11-13 17:18:18
nvme7n1    122259         0    15857812       85217  31743416         0   792179331    17790874       0   15493 2025-11-13 17:18:18
nvme6n1    118622         0    15716086       78536  30967967         0   792179331    31758987       0   21417 2025-11-13 17:18:18
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:23
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:23
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:23
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:23
nvme0n1       650         0       67551         804    372311         0    48468188      304097       0     197 2025-11-13 17:18:23
nvme1n1       721         0       76594         365    384954         0    48468188      123095       0      92 2025-11-13 17:18:23
nvme2n1      1460         0      266431         278    832859         0   135099387       84818       0      61 2025-11-13 17:18:23
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:23
nvme4n1    787250    195320   116519023      205057  13790088   5867886   344022236    12921220       0    4238 2025-11-13 17:18:23
nvme3n1      1488         0      273836         409    820399         0   135099387      114639       0      69 2025-11-13 17:18:23
nvme9n1    132704         0    16476918       81404  24365318         0   638445970    11919537       0   10504 2025-11-13 17:18:23
nvme8n1    129704         0    16069312      116609  24206737         0   638445970    14358412       0   12145 2025-11-13 17:18:23
nvme7n1    122259         0    15857812       85217  31743532         0   792183278    17790891       0   15493 2025-11-13 17:18:23
nvme6n1    118622         0    15716086       78536  30968084         0   792183278    31759003       0   21417 2025-11-13 17:18:23
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:28
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:28
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:28
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:28
nvme0n1       650         0       67551         804    372360         0    48468585      304208       0     197 2025-11-13 17:18:28
nvme1n1       721         0       76594         365    385003         0    48468585      123114       0      92 2025-11-13 17:18:28
nvme2n1      1460         0      266431         278    832934         0   135100171       84834       0      61 2025-11-13 17:18:28
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:28
nvme4n1    787250    195320   116519023      205057  13790137   5867894   344022692    12921348       0    4239 2025-11-13 17:18:28
nvme3n1      1488         0      273836         409    820473         0   135100171      114674       0      69 2025-11-13 17:18:28
nvme9n1    132704         0    16476918       81404  24365318         0   638445970    11919537       0   10504 2025-11-13 17:18:28
nvme8n1    129704         0    16069312      116609  24206737         0   638445970    14358412       0   12145 2025-11-13 17:18:28
nvme7n1    122259         0    15857812       85217  31743532         0   792183278    17790891       0   15493 2025-11-13 17:18:28
nvme6n1    118622         0    15716086       78536  30968084         0   792183278    31759003       0   21417 2025-11-13 17:18:28
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:33
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:33
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:33
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:33
nvme0n1       650         0       67551         804    372426         0    48469026      304320       0     197 2025-11-13 17:18:33
nvme1n1       721         0       76594         365    385069         0    48469026      123134       0      92 2025-11-13 17:18:33
nvme2n1      1460         0      266431         278    833039         0   135101041       84849       0      61 2025-11-13 17:18:33
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:33
nvme4n1    787250    195320   116519023      205057  13790639   5868090   344032484    12921823       0    4239 2025-11-13 17:18:33
nvme3n1      1488         0      273836         409    820571         0   135101041      114710       0      69 2025-11-13 17:18:33
nvme9n1    132704         0    16476918       81404  24365318         0   638445970    11919537       0   10504 2025-11-13 17:18:33
nvme8n1    129704         0    16069312      116609  24206737         0   638445970    14358412       0   12145 2025-11-13 17:18:33
nvme7n1    122259         0    15857812       85217  31743532         0   792183278    17790891       0   15493 2025-11-13 17:18:33
nvme6n1    118622         0    15716086       78536  30968084         0   792183278    31759003       0   21417 2025-11-13 17:18:33
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:38
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:38
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:38
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:38
nvme0n1       650         0       67551         804    372482         0    48469389      304432       0     197 2025-11-13 17:18:38
nvme1n1       721         0       76594         365    385122         0    48469389      123153       0      92 2025-11-13 17:18:38
nvme2n1      1460         0      266431         278    833117         0   135101756       84865       0      61 2025-11-13 17:18:38
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:38
nvme4n1    787250    195320   116519023      205057  13790642   5868110   344032668    12921840       0    4239 2025-11-13 17:18:38
nvme3n1      1488         0      273836         409    820652         0   135101756      114746       0      69 2025-11-13 17:18:38
nvme9n1    132704         0    16476918       81404  24365318         0   638445970    11919537       0   10504 2025-11-13 17:18:38
nvme8n1    129704         0    16069312      116609  24206737         0   638445970    14358412       0   12145 2025-11-13 17:18:38
nvme7n1    122259         0    15857812       85217  31743532         0   792183278    17790891       0   15493 2025-11-13 17:18:38
nvme6n1    118622         0    15716086       78536  30968084         0   792183278    31759003       0   21417 2025-11-13 17:18:38
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:43
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:43
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:43
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:43
nvme0n1       650         0       67551         804    372547         0    48469782      304544       0     197 2025-11-13 17:18:43
nvme1n1       721         0       76594         365    385186         0    48469782      123172       0      92 2025-11-13 17:18:43
nvme2n1      1460         0      266431         278    833207         0   135102529       84880       0      61 2025-11-13 17:18:43
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:43
nvme4n1    787250    195320   116519023      205057  13790644   5868124   344032796    12921849       0    4239 2025-11-13 17:18:43
nvme3n1      1488         0      273836         409    820746         0   135102529      114781       0      69 2025-11-13 17:18:43
nvme9n1    132704         0    16476918       81404  24365395         0   638446677    11919549       0   10504 2025-11-13 17:18:43
nvme8n1    129704         0    16069312      116609  24206813         0   638446677    14358524       0   12145 2025-11-13 17:18:43
nvme7n1    122259         0    15857812       85217  31743653         0   792184508    17790905       0   15493 2025-11-13 17:18:43
nvme6n1    118623         0    15716090       78537  30968200         0   792184508    31759018       0   21417 2025-11-13 17:18:43
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:48
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:48
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:48
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:48
nvme0n1       650         0       67551         804    372610         0    48470200      304656       0     197 2025-11-13 17:18:48
nvme1n1       721         0       76594         365    385252         0    48470200      123191       0      92 2025-11-13 17:18:48
nvme2n1      1460         0      266431         278    833305         0   135103358       84896       0      61 2025-11-13 17:18:48
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:48
nvme4n1    787250    195320   116519023      205057  13790647   5868125   344032828    12921867       0    4239 2025-11-13 17:18:48
nvme3n1      1488         0      273836         409    820841         0   135103358      114817       0      69 2025-11-13 17:18:48
nvme9n1    132704         0    16476918       81404  24365395         0   638446677    11919549       0   10504 2025-11-13 17:18:48
nvme8n1    129704         0    16069312      116609  24206813         0   638446677    14358524       0   12145 2025-11-13 17:18:48
nvme7n1    122259         0    15857812       85217  31743653         0   792184508    17790905       0   15493 2025-11-13 17:18:48
nvme6n1    118623         0    15716090       78537  30968200         0   792184508    31759018       0   21417 2025-11-13 17:18:48
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:53
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:53
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:53
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:53
nvme0n1       650         0       67551         804    372665         0    48470548      304768       0     197 2025-11-13 17:18:53
nvme1n1       722         0       76597         365    385308         0    48470548      123210       0      92 2025-11-13 17:18:53
nvme2n1      1460         0      266431         278    833387         0   135104045       84911       0      61 2025-11-13 17:18:53
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:53
nvme4n1    787250    195320   116519023      205057  13790649   5868126   344032852    12921877       0    4239 2025-11-13 17:18:53
nvme3n1      1488         0      273836         409    820925         0   135104045      114852       0      69 2025-11-13 17:18:53
nvme9n1    132704         0    16476918       81404  24365508         0   638447583    11919563       0   10504 2025-11-13 17:18:53
